SGD,SGD K=25,SGD L2,ADAGRAD,RMSPROP,ADAM
89.41666412353516,89.41666412353516,89.41666412353516,62.416664123535156,62.416664123535156,62.416664123535156
89.5,89.5,89.5,62.758331298828125,62.758331298828125,62.758331298828125
89.57499694824219,89.57499694824219,89.57499694824219,63.233333587646484,63.233333587646484,63.233333587646484
89.65833282470703,89.65833282470703,89.65833282470703,63.53333282470703,63.53333282470703,63.53333282470703
89.57499694824219,89.57499694824219,89.57499694824219,63.94166564941406,63.94166564941406,63.94166564941406
89.70833587646484,89.70833587646484,89.70833587646484,64.23332977294922,64.23332977294922,64.23332977294922
89.68333435058594,89.68333435058594,89.68333435058594,64.625,64.625,64.625
89.81666564941406,89.81666564941406,89.81666564941406,64.78333282470703,64.78333282470703,64.78333282470703
89.88333129882812,89.88333129882812,89.88333129882812,64.96666717529297,64.96666717529297,64.96666717529297
90.0,90.0,90.0,65.21666717529297,65.21666717529297,65.21666717529297
90.01666259765625,90.01666259765625,90.01666259765625,65.50833129882812,65.50833129882812,65.50833129882812
90.10832977294922,90.10832977294922,90.10832977294922,65.80000305175781,65.80000305175781,65.80000305175781
90.06666564941406,90.06666564941406,90.06666564941406,66.0999984741211,66.0999984741211,66.0999984741211
90.30833435058594,90.30833435058594,90.30833435058594,66.29166412353516,66.29166412353516,66.29166412353516
90.28333282470703,90.28333282470703,90.28333282470703,66.40833282470703,66.40833282470703,66.40833282470703
90.41666412353516,90.41666412353516,90.41666412353516,66.625,66.625,66.625
90.46666717529297,90.46666717529297,90.46666717529297,66.82499694824219,66.82499694824219,66.82499694824219
90.42499542236328,90.42499542236328,90.42499542236328,67.01666259765625,67.01666259765625,67.01666259765625
90.45833587646484,90.45833587646484,90.45833587646484,67.2249984741211,67.2249984741211,67.2249984741211
90.61666870117188,90.61666870117188,90.61666870117188,67.4000015258789,67.4000015258789,67.4000015258789
90.63333129882812,90.63333129882812,90.63333129882812,67.53333282470703,67.53333282470703,67.53333282470703
90.6500015258789,90.6500015258789,90.6500015258789,67.75,67.75,67.75
90.66666412353516,90.66666412353516,90.66666412353516,67.80833435058594,67.80833435058594,67.80833435058594
90.70833587646484,90.70833587646484,90.70833587646484,68.09166717529297,68.09166717529297,68.09166717529297
90.71666717529297,90.71666717529297,90.71666717529297,68.15833282470703,68.15833282470703,68.15833282470703
90.75833129882812,90.75833129882812,90.75833129882812,68.32499694824219,68.32499694824219,68.32499694824219
90.83333587646484,90.83333587646484,90.83333587646484,68.45833587646484,68.45833587646484,68.45833587646484
90.69166564941406,90.69166564941406,90.69166564941406,68.625,68.625,68.625
90.74166870117188,90.74166870117188,90.74166870117188,68.8499984741211,68.8499984741211,68.8499984741211
90.94166564941406,90.94166564941406,90.94166564941406,68.9749984741211,68.9749984741211,68.9749984741211
90.9000015258789,90.9000015258789,90.9000015258789,69.11666870117188,69.11666870117188,69.11666870117188
90.84166717529297,90.84166717529297,90.84166717529297,69.2249984741211,69.2249984741211,69.2249984741211
90.84166717529297,90.84166717529297,90.84166717529297,69.44999694824219,69.44999694824219,69.44999694824219
90.80833435058594,90.80833435058594,90.80833435058594,69.5999984741211,69.5999984741211,69.5999984741211
91.08333587646484,91.08333587646484,91.08333587646484,69.80833435058594,69.80833435058594,69.80833435058594
91.00833129882812,91.00833129882812,91.00833129882812,70.0250015258789,70.0250015258789,70.0250015258789
90.96666717529297,90.96666717529297,90.96666717529297,70.19166564941406,70.19166564941406,70.19166564941406
91.11666870117188,91.11666870117188,91.11666870117188,70.30000305175781,70.30000305175781,70.30000305175781
91.08333587646484,91.08333587646484,91.08333587646484,70.39166259765625,70.39166259765625,70.39166259765625
91.05833435058594,91.05833435058594,91.05833435058594,70.53333282470703,70.53333282470703,70.53333282470703
91.19166564941406,91.19166564941406,91.19166564941406,70.66666412353516,70.66666412353516,70.66666412353516
91.25833129882812,91.25833129882812,91.25833129882812,70.82499694824219,70.82499694824219,70.82499694824219
91.36666870117188,91.36666870117188,91.36666870117188,70.95833587646484,70.95833587646484,70.95833587646484
91.16666412353516,91.16666412353516,91.16666412353516,70.98332977294922,70.98332977294922,70.98332977294922
91.35832977294922,91.35832977294922,91.35832977294922,71.13333129882812,71.13333129882812,71.13333129882812
91.44166564941406,91.44166564941406,91.44166564941406,71.19999694824219,71.19999694824219,71.19999694824219
91.40833282470703,91.40833282470703,91.40833282470703,71.32499694824219,71.32499694824219,71.32499694824219
91.44166564941406,91.44166564941406,91.44166564941406,71.4749984741211,71.4749984741211,71.4749984741211
91.46666717529297,91.46666717529297,91.46666717529297,71.5999984741211,71.5999984741211,71.5999984741211
91.54999542236328,91.54999542236328,91.54999542236328,71.66666412353516,71.66666412353516,71.66666412353516
91.45833587646484,91.45833587646484,91.45833587646484,71.75833129882812,71.75833129882812,71.75833129882812
91.60832977294922,91.60832977294922,91.60832977294922,71.90833282470703,71.90833282470703,71.90833282470703
91.54166412353516,91.54166412353516,91.54166412353516,72.06666564941406,72.06666564941406,72.06666564941406
91.5250015258789,91.5250015258789,91.5250015258789,72.24166870117188,72.24166870117188,72.24166870117188
91.56666564941406,91.56666564941406,91.56666564941406,72.375,72.375,72.375
91.53333282470703,91.53333282470703,91.53333282470703,72.40833282470703,72.40833282470703,72.40833282470703
91.58333587646484,91.58333587646484,91.58333587646484,72.50833129882812,72.50833129882812,72.50833129882812
91.56666564941406,91.56666564941406,91.56666564941406,72.54999542236328,72.54999542236328,72.54999542236328
91.69166564941406,91.69166564941406,91.69166564941406,72.65833282470703,72.65833282470703,72.65833282470703
91.68333435058594,91.68333435058594,91.68333435058594,72.76666259765625,72.76666259765625,72.76666259765625
91.60832977294922,91.60832977294922,91.60832977294922,72.86666870117188,72.86666870117188,72.86666870117188
91.6500015258789,91.6500015258789,91.6500015258789,72.94999694824219,72.94999694824219,72.94999694824219
91.73332977294922,91.73332977294922,91.73332977294922,73.0250015258789,73.0250015258789,73.0250015258789
91.69999694824219,91.69999694824219,91.69999694824219,73.125,73.125,73.125
91.75833129882812,91.75833129882812,91.75833129882812,73.21666717529297,73.21666717529297,73.21666717529297
91.79166412353516,91.79166412353516,91.79166412353516,73.25833129882812,73.25833129882812,73.25833129882812
91.78333282470703,91.78333282470703,91.78333282470703,73.32499694824219,73.32499694824219,73.32499694824219
91.7750015258789,91.7750015258789,91.7750015258789,73.31666564941406,73.31666564941406,73.31666564941406
91.82499694824219,91.82499694824219,91.82499694824219,73.42499542236328,73.42499542236328,73.42499542236328
91.76666259765625,91.76666259765625,91.76666259765625,73.4749984741211,73.4749984741211,73.4749984741211
91.83333587646484,91.83333587646484,91.83333587646484,73.56666564941406,73.56666564941406,73.56666564941406
