SGD,SGD K=25,SGD L2,ADAGRAD,RMSPROP,ADAM
0.39722255369027454,0.39722255369027454,0.39722255369027454,1.8699482027689616,1.8699482027689616,1.8699482027689616
0.3911963212887446,0.3911963212887446,0.3911963212887446,1.859662081559499,1.859662081559499,1.859662081559499
0.38611184285084404,0.38611184285084404,0.38611184285084404,1.8499478764533996,1.8499478764533996,1.8499478764533996
0.3816840858658155,0.3816840858658155,0.3816840858658155,1.840072403271993,1.840072403271993,1.840072403271993
0.3785227856040001,0.3785227856040001,0.3785227856040001,1.8303569946289062,1.8303569946289062,1.8303569946289062
0.3751054649353027,0.3751054649353027,0.3751054649353027,1.8208653864860536,1.8208653864860536,1.8208653864860536
0.37172325905164083,0.37172325905164083,0.37172325905164083,1.8113863388697307,1.8113863388697307,1.8113863388697307
0.36814741335312523,0.36814741335312523,0.36814741335312523,1.8023115854263305,1.8023115854263305,1.8023115854263305
0.36392302354176836,0.36392302354176836,0.36392302354176836,1.792631020863851,1.792631020863851,1.792631020863851
0.36070418123404185,0.36070418123404185,0.36070418123404185,1.7832657481829326,1.7832657481829326,1.7832657481829326
0.35765881537397703,0.35765881537397703,0.35765881537397703,1.7744245581626892,1.7744245581626892,1.7744245581626892
0.3549713416894277,0.3549713416894277,0.3549713416894277,1.7661780996322631,1.7661780996322631,1.7661780996322631
0.3523117581407229,0.3523117581407229,0.3523117581407229,1.7577200860977173,1.7577200860977173,1.7577200860977173
0.34953404679894445,0.34953404679894445,0.34953404679894445,1.7486643131573996,1.7486643131573996,1.7486643131573996
0.34711298016707104,0.34711298016707104,0.34711298016707104,1.7397542602221172,1.7397542602221172,1.7397542602221172
0.3440796810388565,0.3440796810388565,0.3440796810388565,1.7318018560409545,1.7318018560409545,1.7318018560409545
0.3409012606739998,0.3409012606739998,0.3409012606739998,1.7238293274243672,1.7238293274243672,1.7238293274243672
0.33882492276032766,0.33882492276032766,0.33882492276032766,1.7154606331189473,1.7154606331189473,1.7154606331189473
0.3365662551720937,0.3365662551720937,0.3365662551720937,1.707668397585551,1.707668397585551,1.707668397585551
0.33426359423001606,0.33426359423001606,0.33426359423001606,1.700142607053121,1.700142607053121,1.700142607053121
0.33220107459028564,0.33220107459028564,0.33220107459028564,1.6926111769676209,1.6926111769676209,1.6926111769676209
0.3300330270131429,0.3300330270131429,0.3300330270131429,1.6854150075912475,1.6854150075912475,1.6854150075912475
0.3286169605453809,0.3286169605453809,0.3286169605453809,1.6780864324569702,1.6780864324569702,1.6780864324569702
0.3266008010705312,0.3266008010705312,0.3266008010705312,1.6708423924446105,1.6708423924446105,1.6708423924446105
0.32548651690284414,0.32548651690284414,0.32548651690284414,1.6635329699516297,1.6635329699516297,1.6635329699516297
0.3237782810529073,0.3237782810529073,0.3237782810529073,1.6563403369585672,1.6563403369585672,1.6563403369585672
0.3217015761534373,0.3217015761534373,0.3217015761534373,1.6493736685117086,1.6493736685117086,1.6493736685117086
0.3204366513490677,0.3204366513490677,0.3204366513490677,1.642766406059265,1.642766406059265,1.642766406059265
0.319137467443943,0.319137467443943,0.319137467443943,1.6358585364023845,1.6358585364023845,1.6358585364023845
0.3176767748296261,0.3176767748296261,0.3176767748296261,1.629352197964986,1.629352197964986,1.629352197964986
0.31629617837071416,0.31629617837071416,0.31629617837071416,1.6229438028335572,1.6229438028335572,1.6229438028335572
0.3150102287332217,0.3150102287332217,0.3150102287332217,1.6167632137934367,1.6167632137934367,1.6167632137934367
0.3136422670284907,0.3136422670284907,0.3136422670284907,1.610594013373057,1.610594013373057,1.610594013373057
0.3122271539767583,0.3122271539767583,0.3122271539767583,1.6042350708643596,1.6042350708643596,1.6042350708643596
0.31039843791723254,0.31039843791723254,0.31039843791723254,1.5980876018206278,1.5980876018206278,1.5980876018206278
0.30932436780134837,0.30932436780134837,0.30932436780134837,1.5919131112098694,1.5919131112098694,1.5919131112098694
0.30807505043347677,0.30807505043347677,0.30807505043347677,1.585727922598521,1.585727922598521,1.585727922598521
0.3068874322474003,0.3068874322474003,0.3068874322474003,1.5796803979873657,1.5796803979873657,1.5796803979873657
0.30631008046865466,0.30631008046865466,0.30631008046865466,1.5737271245320639,1.5737271245320639,1.5737271245320639
0.3051987158556779,0.3051987158556779,0.3051987158556779,1.5679190096855165,1.5679190096855165,1.5679190096855165
0.3038022810717424,0.3038022810717424,0.3038022810717424,1.5622890717188518,1.5622890717188518,1.5622890717188518
0.30239040128389993,0.30239040128389993,0.30239040128389993,1.556575339635213,1.556575339635213,1.556575339635213
0.3014106120268504,0.3014106120268504,0.3014106120268504,1.5508557494481405,1.5508557494481405,1.5508557494481405
0.2996596732636293,0.2996596732636293,0.2996596732636293,1.5452018063863118,1.5452018063863118,1.5452018063863118
0.29803568856914836,0.29803568856914836,0.29803568856914836,1.5395838271776836,1.5395838271776836,1.5395838271776836
0.2967941901683807,0.2967941901683807,0.2967941901683807,1.5342759881019592,1.5342759881019592,1.5342759881019592
0.29593070910374325,0.29593070910374325,0.29593070910374325,1.5286633315086364,1.5286633315086364,1.5286633315086364
0.2942146380742391,0.2942146380742391,0.2942146380742391,1.5231907161076863,1.5231907161076863,1.5231907161076863
0.2925961279173692,0.2925961279173692,0.2925961279173692,1.517886666138967,1.517886666138967,1.517886666138967
0.29100737766424817,0.29100737766424817,0.29100737766424817,1.512637819290161,1.512637819290161,1.512637819290161
0.2896019285619259,0.2896019285619259,0.2896019285619259,1.507578783830007,1.507578783830007,1.507578783830007
0.2889436496893565,0.2889436496893565,0.2889436496893565,1.5025450623830159,1.5025450623830159,1.5025450623830159
0.2876680556635062,0.2876680556635062,0.2876680556635062,1.4972891300519307,1.4972891300519307,1.4972891300519307
0.28612924964229264,0.28612924964229264,0.28612924964229264,1.4923741726875306,1.4923741726875306,1.4923741726875306
0.2853692617416382,0.2853692617416382,0.2853692617416382,1.4875737827618918,1.4875737827618918,1.4875737827618918
0.2842946703831355,0.2842946703831355,0.2842946703831355,1.48241198015213,1.48241198015213,1.48241198015213
0.2830110387951136,0.2830110387951136,0.2830110387951136,1.4774736806551616,1.4774736806551616,1.4774736806551616
0.2816728241542975,0.2816728241542975,0.2816728241542975,1.472636148293813,1.472636148293813,1.472636148293813
0.2800710455973943,0.2800710455973943,0.2800710455973943,1.4679431117375692,1.4679431117375692,1.4679431117375692
0.2796370521287123,0.2796370521287123,0.2796370521287123,1.4631899878184,1.4631899878184,1.4631899878184
0.2789380649526914,0.2789380649526914,0.2789380649526914,1.4584618614514668,1.4584618614514668,1.4584618614514668
0.2782373080253601,0.2782373080253601,0.2782373080253601,1.454159960269928,1.454159960269928,1.454159960269928
0.27746014651656153,0.27746014651656153,0.27746014651656153,1.449679946422577,1.449679946422577,1.449679946422577
0.27642929773529373,0.27642929773529373,0.27642929773529373,1.4450658017794291,1.4450658017794291,1.4450658017794291
0.2755060518284639,0.2755060518284639,0.2755060518284639,1.440538761138916,1.440538761138916,1.440538761138916
0.2749867503196001,0.2749867503196001,0.2749867503196001,1.4360027139981588,1.4360027139981588,1.4360027139981588
0.2736828957895438,0.2736828957895438,0.2736828957895438,1.4314973972638447,1.4314973972638447,1.4314973972638447
0.2734221337387959,0.2734221337387959,0.2734221337387959,1.4271075491905212,1.4271075491905212,1.4271075491905212
0.2725436053375403,0.2725436053375403,0.2725436053375403,1.42277094634374,1.42277094634374,1.42277094634374
0.27190746637185415,0.27190746637185415,0.27190746637185415,1.4184443276723226,1.4184443276723226,1.4184443276723226
0.27151553454995153,0.27151553454995153,0.27151553454995153,1.4138365972836813,1.4138365972836813,1.4138365972836813
0.2706763402024905,0.2706763402024905,0.2706763402024905,1.409534901301066,1.409534901301066,1.409534901301066
0.2697773498594761,0.2697773498594761,0.2697773498594761,1.4052743330001831,1.4052743330001831,1.4052743330001831
0.2688762103219827,0.2688762103219827,0.2688762103219827,1.4009554893175762,1.4009554893175762,1.4009554893175762
0.2684887169947227,0.2684887169947227,0.2684887169947227,1.396756371498108,1.396756371498108,1.396756371498108
0.2674895884692669,0.2674895884692669,0.2674895884692669,1.3928017859458923,1.3928017859458923,1.3928017859458923
0.2665748976270358,0.2665748976270358,0.2665748976270358,1.3886599683761596,1.3886599683761596,1.3886599683761596
0.26600687790910404,0.26600687790910404,0.26600687790910404,1.3845596849123636,1.3845596849123636,1.3845596849123636
